,Unnamed: 0,Title,Location,Company,Salary,City,Sal,Pay,entry_job,senior_job,temp_job,analyst,developer,designer,engineer,assistant,administrator,scientist,officer,architect,consultant,tester,planner,controller
0,8,Data Management Analyst,Edinburgh,Outsource UK,"£38,000 - £48,000 a year",Edinburgh,43000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,11,Data Analyst,Edinburgh,FINTEC recruit,"£35,000 - £40,000 a year",Edinburgh,37500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,27,Insider and DLP Operations Analyst,Edinburgh,Lloyds Banking Group,"£24,750 - £27,500 a year",Edinburgh,26125.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,28,Assistant Statistician,Edinburgh,The Scottish Government,"£29,759 - £34,087 a year",Edinburgh,31923.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,62,Business Analyst,Edinburgh,Lloyds Banking Group,"£54,300 - £72,400 a year",Edinburgh,63350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,69,Business Analyst (Data),Edinburgh,Vertus Partners,"£35,000 - £40,000 a year",Edinburgh,37500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,71,Business Analyst,Edinburgh,Diligenta,"£35,369 a year",Edinburgh,35369.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,81,Lead Business Analyst,Edinburgh,Lloyds Banking Group,"£48,771 - £54,190 a year",Edinburgh,51480.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,86,Security Monitoring Analyst,Edinburgh,Head Resourcing Limited,"£35,000 - £40,000 a year",Edinburgh,37500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,89,MI Analyst,Edinburgh,Michael Page UK,"£35,000 - £45,000 a year",Edinburgh,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,107,Senior Data Analyst,Edinburgh,Informatiq Consulting,"£46,000 a year",Edinburgh,46000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,129,Senior Analyst- Data Management,Edinburgh,Head Resourcing Limited,"£38,000 a year",Edinburgh,38000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,164,Technical Business Analyst,Edinburgh,INOV8 Consulting Ltd,"£25,000 - £40,000 a year",Edinburgh,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,177,Pensions Analyst Edinburgh,Edinburgh,Profile Search and Selection Ltd,"£25,000 - £33,000 a year",Edinburgh,29000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,180,Application Support Analyst,Edinburgh,Head Resourcing Limited,"£25,000 - £30,000 a year",Edinburgh,27500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,184,Consultant - D&A Remediation team,Edinburgh ,Sopra Steria,"£35,000 a year",Edinburgh,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,222,Business Analyst/EUC Developer,Edinburgh,GCS Recruitment Specialists Ltd,"£80,000 - £90,000 a year",Edinburgh,85000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17,256,SAS Developer / Consultant,Edinburgh,INOV8 Consulting Ltd,"£25,000 - £42,000 a year",Edinburgh,33500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18,257,Finance Analyst,Edinburgh,Michael Page UK,"£30,000 - £32,500 a year",Edinburgh,31250.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,278,Senior Technical Support Analyst,Edinburgh ,Lorien Resourcing,"£40,000 a year",Edinburgh,40000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,294,IT Service Delivery Manager,Edinburgh,Gallagher Scott,"£38,000 - £45,000 a year",Edinburgh,41500.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,300,Scientific Software Developer,Edinburgh,System Recruitment,"£45,000 - £55,000 a year",Edinburgh,50000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,364,Information Analyst,Liverpool ,Liverpool University Hospitals NHS Foundation Trus...,"£24,214 - £30,112 a year",Liverpool,27163.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,370,Specialist Intelligence Analyst,Liverpool ,NHS Liverpool Clinical Commissioning Group,"£30,401 - £37,267 a year",Liverpool,33834.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,382,Project Analyst,Knowsley,Fusion21 Ltd,"£20,000 - £25,000 a year",Liverpool,22500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,383,Project Analyst,Merseyside,Castlefield Recruitment,"£20,000 - £25,000 a year",Liverpool,22500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,386,Graduate Data Scientist,Birkenhead,Crowder Consulting,"£20,000 - £25,000 a year",Liverpool,22500.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,388,Marketing Data Analyst,Liverpool,Agility Resourcing,"£20,000 a year",Liverpool,20000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,390,Graduate Project Engineer,Birkenhead,Crowder Consulting,"£21,000 a year",Liverpool,21000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,403,MI Analyst,Liverpool ,Serco Group,"£40,000 a year",Liverpool,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,407,Data Analyst,Liverpool,ShortList,"£40,000 a year",Liverpool,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,410,Principal Information Analyst,Wirral,The Clatterbridge Cancer Centre NHS Foundation Tru...,"£37,570 - £43,772 a year",Liverpool,40671.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,423,Data Analyst/Mobile App Programmer for Cycling Behaviours,Liverpool,Liverpool John Moores University,"£33,797 - £40,323 a year",Liverpool,37060.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,424,SQL Analyst / Implementation Analyst,Liverpool,Oscar Technology,"£23,000 - £25,000 a year",Liverpool,24000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,426,Financial Systems Analyst,Liverpool,Informatiq Consulting,"£27,000 - £30,000 a year",Liverpool,28500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,428,IT Test Analyst,Liverpool,The DX Group,"£30,000 a year",Liverpool,30000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,429,Project Engineer/Network Modeller,Birkenhead,Crowder Consulting,"£25,000 - £35,000 a year",Liverpool,30000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,430,Database Administrator/Support Analyst,Whiston,Fresh Perspective Resourcing Ltd,"£28,000 - £34,000 a year",Liverpool,31000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,441,Trainee Robotics Process Automation - Liverpool,Liverpool,FDM Group - FDM Graduate Programme,"£23,500 - £26,000 a year",Liverpool,24750.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,445,ICT Analyst Programmer Career Graded,St Helens ,St. Helens Council,"£18,795 - £34,788 a year",Liverpool,26791.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,446,Retail Data Manager,Liverpool,ShortList,"£40,000 a year",Liverpool,40000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,460,Test Analyst,Ellesmere Port,Legal Marketing Services,"£25,000 - £30,000 a year",Liverpool,27500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,464,Commercial Finance Analyst,Liverpool,Accountable Recruitment,"£35,000 - £40,000 a year",Liverpool,37500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,479,Category Manager,Liverpool ,Riverside,"£35,756 - £39,520 a year",Liverpool,37638.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,480,Process + Compliance Manager,Liverpool,SP MANWEB PLC,"£43,520 - £54,400 a year",Liverpool,48960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,484,MI Analyst 12 month FTC - Liverpool - Power BI essential,Liverpool,Michael Page UK,"£20,000 - £30,000 a year",Liverpool,25000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,485,FP&A Analyst,Wirral,Accountable Recruitment,"£30,000 - £40,000 a year",Liverpool,35000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,487,Test Analyst,Liverpool,Proactive.IT Appointments,"£33,000 - £35,000 a year",Liverpool,34000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,488,Financial Analyst,Ellesmere Port,Adele Carr Financial Recruitment,"£24,000 - £27,000 a year",Liverpool,25500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,498,MS SQL DBA/Database Administrator,Ellesmere Port,OCC Computing,"£40,000 - £50,000 a year",Liverpool,45000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,511,Commercial Data Analyst,Doncaster ,Unipart Rail,"£25,000 a year",Doncaster,25000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,513,Insight Analyst,Doncaster,Harnham,"£30,000 - £35,000 a year",Doncaster,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,516,Financial Analyst,Doncaster ,Unipart Rail,"£25,000 a year",Doncaster,25000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,531,Data Analyst - Business Systems,Stevenage,Accountancy Action,"£35,000 a year",Stevenage,35000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,532,Data Analyst,Letchworth,Eurowagens,"£25,000 - £28,000 a year",Stevenage,26500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,533,IT Data Integrity Analyst,Stevenage,Blackfield Associates,"£42,000 a year",Stevenage,42000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,538,Data Science Analyst,Hertfordshire,Datatech Analytics,"£35,000 a year",Stevenage,35000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,551,ERSOU ROCU - Confidential Unit Intelligence Analyst,Hertfordshire,Hertfordshire Police,"£30,951 - £32,796 a year",Stevenage,31873.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,553,Data & MI Analyst,Stevenage,CKB Recruitment,"£21,000 a year",Stevenage,21000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,564,MI Analyst,Luton,Guidant Global,"£30,000 - £35,000 a year",Luton,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,567,DIGITAL BUSINESS ANALYST / PRODUCT OWNER,Hertfordshire,Guru,"£40,000 - £45,000 a year",Stevenage,42500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,580,SAP IT Analyst,Hertford,Hertfordshire County Council,"£20,000 a year",Stevenage,20000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,582,Commerical Pricing Analyst,Stevenage ,Tate,"£25,000 - £28,000 a year",Stevenage,26500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,583,"Support Analyst (Integra, SQL, ISQMS)",Letchworth,Ampersand Consulting,"£30,000 - £38,000 a year",Stevenage,34000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,596,Insight Supply Analyst,Hertfordshire,Harnham,"£32,000 - £40,000 a year",Stevenage,36000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,598,Data Administrator,Letchworth,Lawrence Dean Recruitment,"£21,000 - £24,000 a year",Stevenage,22500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,599,Interim IT Data Integrity Analyst,Stevenage,CK Group,"£42,000 a year",Stevenage,42000.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67,602,Technical Architect,Luton,Understanding Recruitment,"£85,000 a year",Luton,85000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,615,Business Analyst - Markets and Trends,Hertfordshire,Cirrus Selection,"£55,000 - £65,000 a year",Stevenage,60000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,616,Pricing Analyst,Stevenage,Autotech Recruit,"£30,000 - £35,000 a year",Stevenage,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,620,Disability Analyst,Luton,Ascenti,"£32,000 a year",Luton,32000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,628,Finance Analyst,Luton,Guidant Global,"£40,000 - £45,000 a year",Luton,42500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,647,Information Security Analyst,Hertfordshire,Harnham,"£45,000 - £50,000 a year",Luton,47500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,658,Technical Web Analyst,Luton,Ascendant Recruitment,"£40,000 a year",Luton,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,661,eCommerce Analyst,Hertfordshire,Metrica Recruitment,"£28,000 - £32,000 a year",Luton,30000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,680,Regulatory Analyst (Economist),Luton,Michael Page UK,"£40,000 - £55,000 a year",Luton,47500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,681,Finance Analyst,Luton,Page Personnel - UK,"£30,000 - £35,000 a year",Luton,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,682,Senior Technology Delivery Manager (Data),Hertfordshire,TechNET IT Recruitment Ltd,"£80,000 - £95,000 a year",Norwich,87500.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,695,Project Manager - Project Analyst (Telecoms),Hatfield,myfuturerole.com,"£26,000 - £32,000 a year",Norwich,29000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,708,Operational Research Analyst,Hertfordshire,Metrica Recruitment,"£30,000 - £40,000 a year",Norwich,35000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,713,Delivery Planning Analyst,Hertfordshire,Metrica Recruitment,"£35,000 - £40,000 a year",Norwich,37500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,721,Transport Analyst,Hertfordshire,Metrica Recruitment,"£30,000 - £35,000 a year",Norwich,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,724,"Interim Business Analyst 12-month FTC £30,000",Hertfordshire,1st Executive,"£25,000 - £30,000 a year",Norwich,27500.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
83,728,Analyst Support Administrator - 6 month contract,Welwyn Garden City,gap personnel,"£20,000 a year",Norwich,20000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
84,730,Forecast Planning Analyst,Hatfield,Wade Macdonald,"£30,000 - £40,000 a year",Norwich,35000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,782,Higher Information Analyst,Norwich ,Norfolk and Norwich University Hospitals NHS Found...,"£30,401 - £37,267 a year",Norwich,33834.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,783,Technical Information Analyst,Norwich ,Norfolk and Norwich University Hospitals NHS Found...,"£30,401 - £37,267 a year",Norwich,33834.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,787,Procurement Analyst,Norwich,Towergate,"£32,000 a year",Norwich,32000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,795,IT Business Analyst,Norwich,Morson International,"£20,000 - £24,000 a year",Norwich,22000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,805,Business Analyst (Data Governance and Analytics),Poole,RNLI,"£35,993 - £42,345 a year",Bournemouth,39169.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,810,Data Analyst - Field Sales,Christchurch,Pareto Law,"£32,000 - £47,000 a year",Bournemouth,39500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,820,Data Analyst,Bournemouth,Mploy,"£24,000 - £28,000 a year",Bournemouth,26000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,823,Marketing Reporting Analyst,Bournemouth,Richmond Group,"£25,000 - £30,000 a year",Bournemouth,27500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,824,Business Analyst in Data Governance,Poole,Bond Williams,"£42,345 a year",Bournemouth,42345.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,842,Supply and Operations Analyst,Bournemouth ,Creative Party,"£22,000 a year",Bournemouth,22000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,844,Disability Analyst,Poole,Ascenti,"£32,000 a year",Bournemouth,32000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,846,Business Analyst,Poole,Spectrum IT,"£40,000 - £50,000 a year",Bournemouth,45000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,847,eCommerce Analyst,Bournemouth,ADLIB,"£30,000 - £35,000 a year",Bournemouth,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,849,Data Platform Specialist,Poole,Bond Williams,"£54,000 a year",Bournemouth,54000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,866,Financial Analyst,Bournemouth,Bournemouth Independent Group,"£30,000 a year",Bournemouth,30000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,867,Finance Analyst Graduate type scheme,New Milton,Hartley Resourcing,"£23,000 - £26,000 a year",Bournemouth,24500.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,876,Financial Analyst,Wimborne,Page Personnel - UK,"£35,000 - £37,000 a year",Bournemouth,36000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,878,Regulation and Compliance Analyst - 6 month FTC,Bournemouth,iSupplyEnergy,"£29,000 a year",Bournemouth,29000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,881,Database Manager,Bournemouth,British Liver Trust,"£30,000 a year",Bournemouth,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,884,Business Analyst/Product Owner,Poole,Spectrum IT,"£45,000 - £50,000 a year",Reading,47500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,897,Finance Analyst,Christchurch,Hartley Resourcing,"£28,000 - £33,000 a year",Reading,30500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,898,IT Helpdesk Technical Support,Poole,Dupen Ltd,"£23,000 - £26,000 a year",Reading,24500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,899,Credit Risk Analyst,Wimborne,Bond Williams,"£30,000 - £50,000 a year",Reading,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,901,Application Support Analyst - Smart Card Ticketing Software,Wimborne,RecruitmentRevolution.com,"£33,000 a year",Reading,33000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,952,Data Analyst/Developer,Theale,Dimensions UK Ltd,"£31,000 a year",Reading,31000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
110,954,Data Analyst,Reading,Pareto Law,"£32,250 a year",Reading,32250.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,958,Advert Operations & Programmatic Analyst,Twyford,PCR Digital,"£35,000 - £45,000 a year",Reading,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,967,Business Analyst,Reading,MarkJames Search,"£35,000 - £45,000 a year",Reading,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,974,Business Analyst,Reading,PIE,"£40,000 a year",Reading,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,984,IT Delivery and Financial Data Management Analyst,Reading ,Virgin Media,"£35,000 - £45,000 a year",Reading,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,986,Business Analyst,Reading ,Care UK Healthcare,"£38,000 a year",Reading,38000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,990,Data Analyst – CRM,Reading,Cute Resource,"£20,000 - £25,000 a year",Reading,22500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,1011,Data Analyst,Wokingham,Wade Macdonald,"£30,000 - £40,000 a year",Reading,35000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,1014,Data And Application Analyst-READING,Reading,Brook Street,"£32,000 a year",Reading,32000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,1016,Data Analyst,Bracknell,Robertson Sumner,"£35,000 - £50,000 a year",Reading,42500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,1032,Investment Analyst,Reading,IDEX Consulting,"£30,000 - £35,000 a year",Reading,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,1034,Business Intelligence Analyst,Reading,Ampersand Consulting,"£40,000 - £45,000 a year",Reading,42500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,1037,Senior Commercial Analyst,Reading,Thames Water Utilites,"£39,000 - £45,000 a year",Reading,42000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,1045,Commercial Business Analyst,Reading,Deltra,"£40,000 - £50,000 a year",Reading,45000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,1059,Disability Analyst,Theale,Ascenti,"£32,000 a year",Reading,32000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,1077,Senior Business Intelligence Analyst,Reading,Ampersand Consulting,"£45,000 - £50,000 a year",Reading,47500.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,1092,BI Analyst,Reading,Michael Page UK,"£40,000 - £50,000 a year",Reading,45000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,1093,Insight Analyst,Bracknell,IRI UK,"£23,000 a year",Reading,23000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,1094,Business Intelligence Analyst,Reading,GCS Recruitment Specialists Ltd,"£32,000 - £35,000 a year",Reading,33500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,1096,Finance Analyst,Reading,Wade Macdonald,"£42,000 - £48,000 a year",Reading,45000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,1100,Test Analyst (Pension/ Flexibility/Travel),Reading,Ampersand Consulting,"£30,000 a year",Reading,30000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,1101,Senior Data Analyst,Bracknell,Wade Macdonald,"£55,000 - £65,000 a year",Reading,60000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,1112,AQUATOR Water Resources Systems Modeller,Reading,HydroLogic,"£27,000 - £45,000 a year",Reading,36000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1113,Business intelligence analyst,Reading,Capita IT Resourcing,"£35,000 - £37,500 a year",Reading,36250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,1123,Business Analyst - Strategic Transformation,Bracknell,Client Server,"£50,000 - £55,000 a year",Reading,52500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,1124,MicroStrategy Consultant,Reading,CV Screen,"£50,000 a year",Reading,50000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,1125,Senior Information Analyst,Bracknell,Wade Macdonald,"£55,000 - £65,000 a year",Reading,60000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,1127,MSK Physiotherapist,Reading,Ascenti,"£22,500 - £36,000 a year",Reading,29250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1137,Demand Planner / Business Analyst,Reading,Barclay Meade,"£30,000 - £35,000 a year",Reading,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,1140,Asbestos Consultant (Surveyor/Analyst),Reading,Enquin Environmental,"£28,000 - £32,000 a year",Reading,30000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
140,1152,Automation Test Analyst,Reading,ERP TECH SOLUTIONS,"£40,000 a year",Reading,40000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,1153,Configuration Management Manager,Reading ,Virgin Media,"£70,000 a year",Reading,70000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1155,Senior business intelligence analyst,Reading,Capita IT Resourcing,"£40,000 - £45,000 a year",Reading,42500.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,1156,Medical Sales Manager,Reading,Clinical Professionals,"£90,000 - £94,000 a year",Reading,92000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1159,Finance Analyst,Wokingham,Page Personnel - UK,"£23,000 - £25,000 a year",Reading,24000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,1161,Global Medical Sales Strategy Director,Reading,Clinical Professionals,"£110,000 - £111,500 a year",Reading,110750.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1173,EDI Middleware Consultant,Reading,Proactive.IT Appointments,"£40,000 - £60,000 a year",Reading,50000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,1176,Senior Cyber Threat Hunter,Reading,Lawrence Harvey,"£60,000 - £75,000 a year",Reading,67500.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1187,Learner Support Coach/Assessor,Reading,Pertemps Network Group,"£25,000 - £28,000 a year",Reading,26500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1190,Bilingual French Data Management Specialist £25-£26.5k,Bracknell,myfuturerole.com,"£24,000 - £26,500 a year",Reading,25250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1192,Lead Java Developer,Reading,Syntax Consultancy Limited,"£60,000 - £70,000 a year",Reading,65000.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,1252,Data Governance Analyst,Nottingham,E.ON UK,"£49,048 - £65,980 a year",Nottingham,57514.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,1255,Performance Analyst,Nottingham,UK Government - Driver and Vehicle Standards Agenc...,"£37,803 - £41,585 a year",Nottingham,39694.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,1256,Network Data Analyst (KTP Associate) (fixed term),Nottingham,University of Nottingham,"£30,000 - £35,000 a year",Nottingham,32500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,1257,Security Monitoring Analyst,Nottingham,UK Government - Driver and Vehicle Standards Agenc...,"£30,131 - £32,691 a year",Nottingham,31411.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
